nr;name;telephone;emailAddress;age;advisor;memberOf
1481;undergraduateStudent148;xxx-xxx-xxxx;undergraduateStudent148@department0.university0.edu;24;;0
1491;undergraduateStudent149;xxx-xxx-xxxx;undergraduateStudent149@department0.university0.edu;21;33;0
1501;undergraduateStudent150;xxx-xxx-xxxx;undergraduateStudent150@department0.university0.edu;24;32;0
1511;undergraduateStudent151;xxx-xxx-xxxx;undergraduateStudent151@department0.university0.edu;18;;0
1521;undergraduateStudent152;xxx-xxx-xxxx;undergraduateStudent152@department0.university0.edu;20;41;0
1531;undergraduateStudent153;xxx-xxx-xxxx;undergraduateStudent153@department0.university0.edu;17;;0
1541;undergraduateStudent154;xxx-xxx-xxxx;undergraduateStudent154@department0.university0.edu;20;33;0
1551;undergraduateStudent155;xxx-xxx-xxxx;undergraduateStudent155@department0.university0.edu;16;;0
1561;undergraduateStudent156;xxx-xxx-xxxx;undergraduateStudent156@department0.university0.edu;16;;0
1571;undergraduateStudent157;xxx-xxx-xxxx;undergraduateStudent157@department0.university0.edu;16;;0
1581;undergraduateStudent158;xxx-xxx-xxxx;undergraduateStudent158@department0.university0.edu;20;;0
1591;undergraduateStudent159;xxx-xxx-xxxx;undergraduateStudent159@department0.university0.edu;22;73;0
1601;undergraduateStudent160;xxx-xxx-xxxx;undergraduateStudent160@department0.university0.edu;16;;0
1611;undergraduateStudent161;xxx-xxx-xxxx;undergraduateStudent161@department0.university0.edu;23;71;0
1621;undergraduateStudent162;xxx-xxx-xxxx;undergraduateStudent162@department0.university0.edu;23;;0
1631;undergraduateStudent163;xxx-xxx-xxxx;undergraduateStudent163@department0.university0.edu;19;;0
1641;undergraduateStudent164;xxx-xxx-xxxx;undergraduateStudent164@department0.university0.edu;19;22;0
1651;undergraduateStudent165;xxx-xxx-xxxx;undergraduateStudent165@department0.university0.edu;16;;0
1661;undergraduateStudent166;xxx-xxx-xxxx;undergraduateStudent166@department0.university0.edu;20;;0
1671;undergraduateStudent167;xxx-xxx-xxxx;undergraduateStudent167@department0.university0.edu;21;;0
1681;undergraduateStudent168;xxx-xxx-xxxx;undergraduateStudent168@department0.university0.edu;18;;0
1691;undergraduateStudent169;xxx-xxx-xxxx;undergraduateStudent169@department0.university0.edu;18;;0
1701;undergraduateStudent170;xxx-xxx-xxxx;undergraduateStudent170@department0.university0.edu;23;;0
1711;undergraduateStudent171;xxx-xxx-xxxx;undergraduateStudent171@department0.university0.edu;21;;0
1721;undergraduateStudent172;xxx-xxx-xxxx;undergraduateStudent172@department0.university0.edu;23;;0
1731;undergraduateStudent173;xxx-xxx-xxxx;undergraduateStudent173@department0.university0.edu;21;;0
1741;undergraduateStudent174;xxx-xxx-xxxx;undergraduateStudent174@department0.university0.edu;19;;0
1751;undergraduateStudent175;xxx-xxx-xxxx;undergraduateStudent175@department0.university0.edu;23;;0
1761;undergraduateStudent176;xxx-xxx-xxxx;undergraduateStudent176@department0.university0.edu;19;;0
1771;undergraduateStudent177;xxx-xxx-xxxx;undergraduateStudent177@department0.university0.edu;16;;0
1781;undergraduateStudent178;xxx-xxx-xxxx;undergraduateStudent178@department0.university0.edu;20;43;0
1791;undergraduateStudent179;xxx-xxx-xxxx;undergraduateStudent179@department0.university0.edu;20;;0
1801;undergraduateStudent180;xxx-xxx-xxxx;undergraduateStudent180@department0.university0.edu;16;;0
1811;undergraduateStudent181;xxx-xxx-xxxx;undergraduateStudent181@department0.university0.edu;20;;0
1821;undergraduateStudent182;xxx-xxx-xxxx;undergraduateStudent182@department0.university0.edu;18;;0
1831;undergraduateStudent183;xxx-xxx-xxxx;undergraduateStudent183@department0.university0.edu;17;;0
1841;undergraduateStudent184;xxx-xxx-xxxx;undergraduateStudent184@department0.university0.edu;21;;0
1851;undergraduateStudent185;xxx-xxx-xxxx;undergraduateStudent185@department0.university0.edu;22;;0
1861;undergraduateStudent186;xxx-xxx-xxxx;undergraduateStudent186@department0.university0.edu;22;71;0
1871;undergraduateStudent187;xxx-xxx-xxxx;undergraduateStudent187@department0.university0.edu;24;;0
1881;undergraduateStudent188;xxx-xxx-xxxx;undergraduateStudent188@department0.university0.edu;22;;0
1891;undergraduateStudent189;xxx-xxx-xxxx;undergraduateStudent189@department0.university0.edu;16;;0
1901;undergraduateStudent190;xxx-xxx-xxxx;undergraduateStudent190@department0.university0.edu;17;122;0
1911;undergraduateStudent191;xxx-xxx-xxxx;undergraduateStudent191@department0.university0.edu;24;;0
1921;undergraduateStudent192;xxx-xxx-xxxx;undergraduateStudent192@department0.university0.edu;16;;0
1931;undergraduateStudent193;xxx-xxx-xxxx;undergraduateStudent193@department0.university0.edu;23;;0
1941;undergraduateStudent194;xxx-xxx-xxxx;undergraduateStudent194@department0.university0.edu;20;;0
1951;undergraduateStudent195;xxx-xxx-xxxx;undergraduateStudent195@department0.university0.edu;20;3;0
1961;undergraduateStudent196;xxx-xxx-xxxx;undergraduateStudent196@department0.university0.edu;17;;0
1971;undergraduateStudent197;xxx-xxx-xxxx;undergraduateStudent197@department0.university0.edu;22;;0
1981;undergraduateStudent198;xxx-xxx-xxxx;undergraduateStudent198@department0.university0.edu;24;;0
1991;undergraduateStudent199;xxx-xxx-xxxx;undergraduateStudent199@department0.university0.edu;21;32;0
2001;undergraduateStudent200;xxx-xxx-xxxx;undergraduateStudent200@department0.university0.edu;18;;0
2011;undergraduateStudent201;xxx-xxx-xxxx;undergraduateStudent201@department0.university0.edu;17;3;0
2021;undergraduateStudent202;xxx-xxx-xxxx;undergraduateStudent202@department0.university0.edu;16;;0
2031;undergraduateStudent203;xxx-xxx-xxxx;undergraduateStudent203@department0.university0.edu;17;;0
2041;undergraduateStudent204;xxx-xxx-xxxx;undergraduateStudent204@department0.university0.edu;16;;0
2051;undergraduateStudent205;xxx-xxx-xxxx;undergraduateStudent205@department0.university0.edu;19;;0
2061;undergraduateStudent206;xxx-xxx-xxxx;undergraduateStudent206@department0.university0.edu;19;;0
2071;undergraduateStudent207;xxx-xxx-xxxx;undergraduateStudent207@department0.university0.edu;23;3;0
2081;undergraduateStudent208;xxx-xxx-xxxx;undergraduateStudent208@department0.university0.edu;24;;0
2091;undergraduateStudent209;xxx-xxx-xxxx;undergraduateStudent209@department0.university0.edu;22;13;0
2101;undergraduateStudent210;xxx-xxx-xxxx;undergraduateStudent210@department0.university0.edu;21;13;0
2111;undergraduateStudent211;xxx-xxx-xxxx;undergraduateStudent211@department0.university0.edu;16;;0
2121;undergraduateStudent212;xxx-xxx-xxxx;undergraduateStudent212@department0.university0.edu;18;63;0
2131;undergraduateStudent213;xxx-xxx-xxxx;undergraduateStudent213@department0.university0.edu;22;63;0
2141;undergraduateStudent214;xxx-xxx-xxxx;undergraduateStudent214@department0.university0.edu;19;;0
2151;undergraduateStudent215;xxx-xxx-xxxx;undergraduateStudent215@department0.university0.edu;24;;0
2161;undergraduateStudent216;xxx-xxx-xxxx;undergraduateStudent216@department0.university0.edu;20;;0
2171;undergraduateStudent217;xxx-xxx-xxxx;undergraduateStudent217@department0.university0.edu;20;;0
2181;undergraduateStudent218;xxx-xxx-xxxx;undergraduateStudent218@department0.university0.edu;17;;0
2191;undergraduateStudent219;xxx-xxx-xxxx;undergraduateStudent219@department0.university0.edu;20;;0
2201;undergraduateStudent220;xxx-xxx-xxxx;undergraduateStudent220@department0.university0.edu;18;;0
2211;undergraduateStudent221;xxx-xxx-xxxx;undergraduateStudent221@department0.university0.edu;21;81;0
2221;undergraduateStudent222;xxx-xxx-xxxx;undergraduateStudent222@department0.university0.edu;19;;0
2231;undergraduateStudent223;xxx-xxx-xxxx;undergraduateStudent223@department0.university0.edu;20;73;0
2241;undergraduateStudent224;xxx-xxx-xxxx;undergraduateStudent224@department0.university0.edu;22;61;0
2251;undergraduateStudent225;xxx-xxx-xxxx;undergraduateStudent225@department0.university0.edu;23;;0
2261;undergraduateStudent226;xxx-xxx-xxxx;undergraduateStudent226@department0.university0.edu;17;;0
2271;undergraduateStudent227;xxx-xxx-xxxx;undergraduateStudent227@department0.university0.edu;22;;0
2281;undergraduateStudent228;xxx-xxx-xxxx;undergraduateStudent228@department0.university0.edu;19;;0
2291;undergraduateStudent229;xxx-xxx-xxxx;undergraduateStudent229@department0.university0.edu;18;;0
2301;undergraduateStudent230;xxx-xxx-xxxx;undergraduateStudent230@department0.university0.edu;16;3;0
2311;undergraduateStudent231;xxx-xxx-xxxx;undergraduateStudent231@department0.university0.edu;22;;0
2321;undergraduateStudent232;xxx-xxx-xxxx;undergraduateStudent232@department0.university0.edu;22;21;0
2331;undergraduateStudent233;xxx-xxx-xxxx;undergraduateStudent233@department0.university0.edu;20;;0
2341;undergraduateStudent234;xxx-xxx-xxxx;undergraduateStudent234@department0.university0.edu;22;;0
2351;undergraduateStudent235;xxx-xxx-xxxx;undergraduateStudent235@department0.university0.edu;19;;0
2361;undergraduateStudent236;xxx-xxx-xxxx;undergraduateStudent236@department0.university0.edu;17;;0
2371;undergraduateStudent237;xxx-xxx-xxxx;undergraduateStudent237@department0.university0.edu;17;;0
2381;undergraduateStudent238;xxx-xxx-xxxx;undergraduateStudent238@department0.university0.edu;17;82;0
2391;undergraduateStudent239;xxx-xxx-xxxx;undergraduateStudent239@department0.university0.edu;21;;0
2401;undergraduateStudent240;xxx-xxx-xxxx;undergraduateStudent240@department0.university0.edu;24;;0
2411;undergraduateStudent241;xxx-xxx-xxxx;undergraduateStudent241@department0.university0.edu;16;112;0
2421;undergraduateStudent242;xxx-xxx-xxxx;undergraduateStudent242@department0.university0.edu;19;;0
2431;undergraduateStudent243;xxx-xxx-xxxx;undergraduateStudent243@department0.university0.edu;22;;0
2441;undergraduateStudent244;xxx-xxx-xxxx;undergraduateStudent244@department0.university0.edu;16;;0
2451;undergraduateStudent245;xxx-xxx-xxxx;undergraduateStudent245@department0.university0.edu;24;;0
2461;undergraduateStudent246;xxx-xxx-xxxx;undergraduateStudent246@department0.university0.edu;18;;0
2471;undergraduateStudent247;xxx-xxx-xxxx;undergraduateStudent247@department0.university0.edu;17;13;0
2481;undergraduateStudent248;xxx-xxx-xxxx;undergraduateStudent248@department0.university0.edu;16;;0
2491;undergraduateStudent249;xxx-xxx-xxxx;undergraduateStudent249@department0.university0.edu;16;;0
2501;undergraduateStudent250;xxx-xxx-xxxx;undergraduateStudent250@department0.university0.edu;19;;0
2511;undergraduateStudent251;xxx-xxx-xxxx;undergraduateStudent251@department0.university0.edu;16;;0
2521;undergraduateStudent252;xxx-xxx-xxxx;undergraduateStudent252@department0.university0.edu;20;92;0
2531;undergraduateStudent253;xxx-xxx-xxxx;undergraduateStudent253@department0.university0.edu;23;;0
2541;undergraduateStudent254;xxx-xxx-xxxx;undergraduateStudent254@department0.university0.edu;18;;0
2551;undergraduateStudent255;xxx-xxx-xxxx;undergraduateStudent255@department0.university0.edu;23;;0
2561;undergraduateStudent256;xxx-xxx-xxxx;undergraduateStudent256@department0.university0.edu;16;;0
2571;undergraduateStudent257;xxx-xxx-xxxx;undergraduateStudent257@department0.university0.edu;22;;0
2581;undergraduateStudent258;xxx-xxx-xxxx;undergraduateStudent258@department0.university0.edu;17;;0
2591;undergraduateStudent259;xxx-xxx-xxxx;undergraduateStudent259@department0.university0.edu;19;112;0
2601;undergraduateStudent260;xxx-xxx-xxxx;undergraduateStudent260@department0.university0.edu;17;;0
2611;undergraduateStudent261;xxx-xxx-xxxx;undergraduateStudent261@department0.university0.edu;17;;0
2621;undergraduateStudent262;xxx-xxx-xxxx;undergraduateStudent262@department0.university0.edu;22;2;0
2631;undergraduateStudent263;xxx-xxx-xxxx;undergraduateStudent263@department0.university0.edu;22;;0
2641;undergraduateStudent264;xxx-xxx-xxxx;undergraduateStudent264@department0.university0.edu;23;;0
2651;undergraduateStudent265;xxx-xxx-xxxx;undergraduateStudent265@department0.university0.edu;18;;0
2661;undergraduateStudent266;xxx-xxx-xxxx;undergraduateStudent266@department0.university0.edu;22;;0
2671;undergraduateStudent267;xxx-xxx-xxxx;undergraduateStudent267@department0.university0.edu;20;;0
2681;undergraduateStudent268;xxx-xxx-xxxx;undergraduateStudent268@department0.university0.edu;19;;0
2691;undergraduateStudent269;xxx-xxx-xxxx;undergraduateStudent269@department0.university0.edu;22;;0
2701;undergraduateStudent270;xxx-xxx-xxxx;undergraduateStudent270@department0.university0.edu;17;;0
2711;undergraduateStudent271;xxx-xxx-xxxx;undergraduateStudent271@department0.university0.edu;16;;0
2721;undergraduateStudent272;xxx-xxx-xxxx;undergraduateStudent272@department0.university0.edu;21;;0
2731;undergraduateStudent273;xxx-xxx-xxxx;undergraduateStudent273@department0.university0.edu;17;;0
2741;undergraduateStudent274;xxx-xxx-xxxx;undergraduateStudent274@department0.university0.edu;21;;0
2751;undergraduateStudent275;xxx-xxx-xxxx;undergraduateStudent275@department0.university0.edu;24;11;0
2761;undergraduateStudent276;xxx-xxx-xxxx;undergraduateStudent276@department0.university0.edu;16;23;0
2771;undergraduateStudent277;xxx-xxx-xxxx;undergraduateStudent277@department0.university0.edu;22;;0
2781;undergraduateStudent278;xxx-xxx-xxxx;undergraduateStudent278@department0.university0.edu;19;;0
