"nr";"name";"telephone";"emailAddress";"age";"undergraduateDegreeFrom";"advisor";"memberOf"
972;"graduateStudent97";"xxx-xxx-xxxx";"graduateStudent97@department0.university0.edu";20;927;23;0
982;"graduateStudent98";"xxx-xxx-xxxx";"graduateStudent98@department0.university0.edu";21;156;11;0
992;"graduateStudent99";"xxx-xxx-xxxx";"graduateStudent99@department0.university0.edu";21;2;63;0
1002;"graduateStudent100";"xxx-xxx-xxxx";"graduateStudent100@department0.university0.edu";23;963;22;0
1012;"graduateStudent101";"xxx-xxx-xxxx";"graduateStudent101@department0.university0.edu";23;366;71;0
1022;"graduateStudent102";"xxx-xxx-xxxx";"graduateStudent102@department0.university0.edu";25;648;62;0
1032;"graduateStudent103";"xxx-xxx-xxxx";"graduateStudent103@department0.university0.edu";24;995;122;0
1042;"graduateStudent104";"xxx-xxx-xxxx";"graduateStudent104@department0.university0.edu";25;45;83;0
1052;"graduateStudent105";"xxx-xxx-xxxx";"graduateStudent105@department0.university0.edu";25;890;72;0
1062;"graduateStudent106";"xxx-xxx-xxxx";"graduateStudent106@department0.university0.edu";27;851;13;0
1072;"graduateStudent107";"xxx-xxx-xxxx";"graduateStudent107@department0.university0.edu";21;915;72;0
1082;"graduateStudent108";"xxx-xxx-xxxx";"graduateStudent108@department0.university0.edu";27;697;62;0
1092;"graduateStudent109";"xxx-xxx-xxxx";"graduateStudent109@department0.university0.edu";20;880;92;0
1102;"graduateStudent110";"xxx-xxx-xxxx";"graduateStudent110@department0.university0.edu";24;65;51;0
1112;"graduateStudent111";"xxx-xxx-xxxx";"graduateStudent111@department0.university0.edu";21;876;53;0
1122;"graduateStudent112";"xxx-xxx-xxxx";"graduateStudent112@department0.university0.edu";25;314;92;0
1132;"graduateStudent113";"xxx-xxx-xxxx";"graduateStudent113@department0.university0.edu";24;162;42;0
1142;"graduateStudent114";"xxx-xxx-xxxx";"graduateStudent114@department0.university0.edu";20;989;41;0
1152;"graduateStudent115";"xxx-xxx-xxxx";"graduateStudent115@department0.university0.edu";22;638;51;0
1162;"graduateStudent116";"xxx-xxx-xxxx";"graduateStudent116@department0.university0.edu";21;98;3;0
1172;"graduateStudent117";"xxx-xxx-xxxx";"graduateStudent117@department0.university0.edu";23;952;62;0
1182;"graduateStudent118";"xxx-xxx-xxxx";"graduateStudent118@department0.university0.edu";20;321;63;0
1192;"graduateStudent119";"xxx-xxx-xxxx";"graduateStudent119@department0.university0.edu";22;687;43;0
1202;"graduateStudent120";"xxx-xxx-xxxx";"graduateStudent120@department0.university0.edu";27;857;43;0
1212;"graduateStudent121";"xxx-xxx-xxxx";"graduateStudent121@department0.university0.edu";25;474;21;0
1222;"graduateStudent122";"xxx-xxx-xxxx";"graduateStudent122@department0.university0.edu";26;590;21;0
1232;"graduateStudent123";"xxx-xxx-xxxx";"graduateStudent123@department0.university0.edu";25;259;13;0
1242;"graduateStudent124";"xxx-xxx-xxxx";"graduateStudent124@department0.university0.edu";21;114;13;0
1252;"graduateStudent125";"xxx-xxx-xxxx";"graduateStudent125@department0.university0.edu";21;368;82;0
1262;"graduateStudent126";"xxx-xxx-xxxx";"graduateStudent126@department0.university0.edu";27;423;81;0
1272;"graduateStudent127";"xxx-xxx-xxxx";"graduateStudent127@department0.university0.edu";21;4;92;0
1282;"graduateStudent128";"xxx-xxx-xxxx";"graduateStudent128@department0.university0.edu";20;669;43;0
1292;"graduateStudent129";"xxx-xxx-xxxx";"graduateStudent129@department0.university0.edu";25;672;72;0
1302;"graduateStudent130";"xxx-xxx-xxxx";"graduateStudent130@department0.university0.edu";21;1;11;0
1312;"graduateStudent131";"xxx-xxx-xxxx";"graduateStudent131@department0.university0.edu";25;543;63;0
1322;"graduateStudent132";"xxx-xxx-xxxx";"graduateStudent132@department0.university0.edu";25;36;41;0
1332;"graduateStudent133";"xxx-xxx-xxxx";"graduateStudent133@department0.university0.edu";25;494;93;0
1342;"graduateStudent134";"xxx-xxx-xxxx";"graduateStudent134@department0.university0.edu";26;59;92;0
1352;"graduateStudent135";"xxx-xxx-xxxx";"graduateStudent135@department0.university0.edu";21;877;33;0
1362;"graduateStudent136";"xxx-xxx-xxxx";"graduateStudent136@department0.university0.edu";22;564;3;0
1372;"graduateStudent137";"xxx-xxx-xxxx";"graduateStudent137@department0.university0.edu";27;648;33;0
1382;"graduateStudent138";"xxx-xxx-xxxx";"graduateStudent138@department0.university0.edu";21;940;81;0
1392;"graduateStudent139";"xxx-xxx-xxxx";"graduateStudent139@department0.university0.edu";26;850;83;0
1402;"graduateStudent140";"xxx-xxx-xxxx";"graduateStudent140@department0.university0.edu";24;846;23;0
1412;"graduateStudent141";"xxx-xxx-xxxx";"graduateStudent141@department0.university0.edu";27;158;71;0
1422;"graduateStudent142";"xxx-xxx-xxxx";"graduateStudent142@department0.university0.edu";26;103;92;0
1432;"graduateStudent143";"xxx-xxx-xxxx";"graduateStudent143@department0.university0.edu";27;417;83;0
1442;"graduateStudent144";"xxx-xxx-xxxx";"graduateStudent144@department0.university0.edu";25;297;23;0
1452;"graduateStudent145";"xxx-xxx-xxxx";"graduateStudent145@department0.university0.edu";25;852;73;0
10002;"graduateStudent0";"xxx-xxx-xxxx";"graduateStudent0@department1.university0.edu";26;477;1041;1
10012;"graduateStudent1";"xxx-xxx-xxxx";"graduateStudent1@department1.university0.edu";24;274;1021;1
10022;"graduateStudent2";"xxx-xxx-xxxx";"graduateStudent2@department1.university0.edu";21;695;1071;1
10032;"graduateStudent3";"xxx-xxx-xxxx";"graduateStudent3@department1.university0.edu";23;547;1062;1
10042;"graduateStudent4";"xxx-xxx-xxxx";"graduateStudent4@department1.university0.edu";21;734;1073;1
10052;"graduateStudent5";"xxx-xxx-xxxx";"graduateStudent5@department1.university0.edu";21;422;1031;1
10062;"graduateStudent6";"xxx-xxx-xxxx";"graduateStudent6@department1.university0.edu";22;62;1033;1
10072;"graduateStudent7";"xxx-xxx-xxxx";"graduateStudent7@department1.university0.edu";23;361;1021;1
10082;"graduateStudent8";"xxx-xxx-xxxx";"graduateStudent8@department1.university0.edu";21;847;1002;1
10092;"graduateStudent9";"xxx-xxx-xxxx";"graduateStudent9@department1.university0.edu";25;412;1062;1
10102;"graduateStudent10";"xxx-xxx-xxxx";"graduateStudent10@department1.university0.edu";20;758;1041;1
10112;"graduateStudent11";"xxx-xxx-xxxx";"graduateStudent11@department1.university0.edu";23;542;1033;1
10122;"graduateStudent12";"xxx-xxx-xxxx";"graduateStudent12@department1.university0.edu";27;288;1023;1
10132;"graduateStudent13";"xxx-xxx-xxxx";"graduateStudent13@department1.university0.edu";22;443;1081;1
10142;"graduateStudent14";"xxx-xxx-xxxx";"graduateStudent14@department1.university0.edu";21;469;1013;1
10152;"graduateStudent15";"xxx-xxx-xxxx";"graduateStudent15@department1.university0.edu";24;597;1041;1
10162;"graduateStudent16";"xxx-xxx-xxxx";"graduateStudent16@department1.university0.edu";22;988;1062;1
10172;"graduateStudent17";"xxx-xxx-xxxx";"graduateStudent17@department1.university0.edu";26;596;1021;1
10182;"graduateStudent18";"xxx-xxx-xxxx";"graduateStudent18@department1.university0.edu";24;112;1061;1
10192;"graduateStudent19";"xxx-xxx-xxxx";"graduateStudent19@department1.university0.edu";23;774;1002;1
10202;"graduateStudent20";"xxx-xxx-xxxx";"graduateStudent20@department1.university0.edu";22;165;1013;1
10212;"graduateStudent21";"xxx-xxx-xxxx";"graduateStudent21@department1.university0.edu";20;374;1023;1
10222;"graduateStudent22";"xxx-xxx-xxxx";"graduateStudent22@department1.university0.edu";23;63;1032;1
10232;"graduateStudent23";"xxx-xxx-xxxx";"graduateStudent23@department1.university0.edu";20;760;1023;1
10242;"graduateStudent24";"xxx-xxx-xxxx";"graduateStudent24@department1.university0.edu";25;387;1092;1
10252;"graduateStudent25";"xxx-xxx-xxxx";"graduateStudent25@department1.university0.edu";21;277;1063;1
10262;"graduateStudent26";"xxx-xxx-xxxx";"graduateStudent26@department1.university0.edu";21;978;1051;1
10272;"graduateStudent27";"xxx-xxx-xxxx";"graduateStudent27@department1.university0.edu";22;883;1032;1
10282;"graduateStudent28";"xxx-xxx-xxxx";"graduateStudent28@department1.university0.edu";27;1;1032;1
10292;"graduateStudent29";"xxx-xxx-xxxx";"graduateStudent29@department1.university0.edu";21;696;1091;1
10302;"graduateStudent30";"xxx-xxx-xxxx";"graduateStudent30@department1.university0.edu";24;704;1032;1
10312;"graduateStudent31";"xxx-xxx-xxxx";"graduateStudent31@department1.university0.edu";22;344;1012;1
10322;"graduateStudent32";"xxx-xxx-xxxx";"graduateStudent32@department1.university0.edu";27;253;1031;1
10332;"graduateStudent33";"xxx-xxx-xxxx";"graduateStudent33@department1.university0.edu";23;553;1001;1
10342;"graduateStudent34";"xxx-xxx-xxxx";"graduateStudent34@department1.university0.edu";20;17;1073;1
10352;"graduateStudent35";"xxx-xxx-xxxx";"graduateStudent35@department1.university0.edu";26;854;1033;1
10362;"graduateStudent36";"xxx-xxx-xxxx";"graduateStudent36@department1.university0.edu";24;160;1011;1
10372;"graduateStudent37";"xxx-xxx-xxxx";"graduateStudent37@department1.university0.edu";26;411;1092;1
10382;"graduateStudent38";"xxx-xxx-xxxx";"graduateStudent38@department1.university0.edu";24;404;1052;1
10392;"graduateStudent39";"xxx-xxx-xxxx";"graduateStudent39@department1.university0.edu";27;84;1013;1
10402;"graduateStudent40";"xxx-xxx-xxxx";"graduateStudent40@department1.university0.edu";25;160;1002;1
10412;"graduateStudent41";"xxx-xxx-xxxx";"graduateStudent41@department1.university0.edu";21;302;1003;1
10422;"graduateStudent42";"xxx-xxx-xxxx";"graduateStudent42@department1.university0.edu";27;558;1023;1
10432;"graduateStudent43";"xxx-xxx-xxxx";"graduateStudent43@department1.university0.edu";21;567;1072;1
10442;"graduateStudent44";"xxx-xxx-xxxx";"graduateStudent44@department1.university0.edu";24;33;1011;1
10452;"graduateStudent45";"xxx-xxx-xxxx";"graduateStudent45@department1.university0.edu";23;291;1043;1
10462;"graduateStudent46";"xxx-xxx-xxxx";"graduateStudent46@department1.university0.edu";22;367;1003;1
10472;"graduateStudent47";"xxx-xxx-xxxx";"graduateStudent47@department1.university0.edu";24;12;1003;1
10482;"graduateStudent48";"xxx-xxx-xxxx";"graduateStudent48@department1.university0.edu";27;799;1062;1
10492;"graduateStudent49";"xxx-xxx-xxxx";"graduateStudent49@department1.university0.edu";27;554;1033;1
10502;"graduateStudent50";"xxx-xxx-xxxx";"graduateStudent50@department1.university0.edu";26;914;1011;1
10512;"graduateStudent51";"xxx-xxx-xxxx";"graduateStudent51@department1.university0.edu";27;230;1041;1
10522;"graduateStudent52";"xxx-xxx-xxxx";"graduateStudent52@department1.university0.edu";22;711;1062;1
10532;"graduateStudent53";"xxx-xxx-xxxx";"graduateStudent53@department1.university0.edu";26;260;1012;1
10542;"graduateStudent54";"xxx-xxx-xxxx";"graduateStudent54@department1.university0.edu";21;55;1043;1
10552;"graduateStudent55";"xxx-xxx-xxxx";"graduateStudent55@department1.university0.edu";21;239;1051;1
10562;"graduateStudent56";"xxx-xxx-xxxx";"graduateStudent56@department1.university0.edu";20;375;1053;1
10572;"graduateStudent57";"xxx-xxx-xxxx";"graduateStudent57@department1.university0.edu";23;642;1022;1
10582;"graduateStudent58";"xxx-xxx-xxxx";"graduateStudent58@department1.university0.edu";27;100;1033;1
10592;"graduateStudent59";"xxx-xxx-xxxx";"graduateStudent59@department1.university0.edu";20;15;1041;1
10602;"graduateStudent60";"xxx-xxx-xxxx";"graduateStudent60@department1.university0.edu";22;605;1022;1
10612;"graduateStudent61";"xxx-xxx-xxxx";"graduateStudent61@department1.university0.edu";24;699;1062;1
10622;"graduateStudent62";"xxx-xxx-xxxx";"graduateStudent62@department1.university0.edu";25;611;1092;1
10632;"graduateStudent63";"xxx-xxx-xxxx";"graduateStudent63@department1.university0.edu";26;414;1052;1
10642;"graduateStudent64";"xxx-xxx-xxxx";"graduateStudent64@department1.university0.edu";21;279;1003;1
10652;"graduateStudent65";"xxx-xxx-xxxx";"graduateStudent65@department1.university0.edu";26;703;1043;1
10662;"graduateStudent66";"xxx-xxx-xxxx";"graduateStudent66@department1.university0.edu";21;66;1041;1
10672;"graduateStudent67";"xxx-xxx-xxxx";"graduateStudent67@department1.university0.edu";21;839;1063;1
10682;"graduateStudent68";"xxx-xxx-xxxx";"graduateStudent68@department1.university0.edu";24;357;1073;1
10692;"graduateStudent69";"xxx-xxx-xxxx";"graduateStudent69@department1.university0.edu";23;733;1091;1
10702;"graduateStudent70";"xxx-xxx-xxxx";"graduateStudent70@department1.university0.edu";21;308;1003;1
10712;"graduateStudent71";"xxx-xxx-xxxx";"graduateStudent71@department1.university0.edu";23;348;1023;1
10722;"graduateStudent72";"xxx-xxx-xxxx";"graduateStudent72@department1.university0.edu";22;751;1041;1
10732;"graduateStudent73";"xxx-xxx-xxxx";"graduateStudent73@department1.university0.edu";26;151;1063;1
10742;"graduateStudent74";"xxx-xxx-xxxx";"graduateStudent74@department1.university0.edu";21;415;1023;1
10752;"graduateStudent75";"xxx-xxx-xxxx";"graduateStudent75@department1.university0.edu";24;113;1081;1
10762;"graduateStudent76";"xxx-xxx-xxxx";"graduateStudent76@department1.university0.edu";24;16;1022;1
10772;"graduateStudent77";"xxx-xxx-xxxx";"graduateStudent77@department1.university0.edu";20;840;1003;1
10782;"graduateStudent78";"xxx-xxx-xxxx";"graduateStudent78@department1.university0.edu";24;950;1062;1
10792;"graduateStudent79";"xxx-xxx-xxxx";"graduateStudent79@department1.university0.edu";23;141;1013;1
10802;"graduateStudent80";"xxx-xxx-xxxx";"graduateStudent80@department1.university0.edu";25;407;1043;1
10812;"graduateStudent81";"xxx-xxx-xxxx";"graduateStudent81@department1.university0.edu";25;411;1023;1
10822;"graduateStudent82";"xxx-xxx-xxxx";"graduateStudent82@department1.university0.edu";20;825;1022;1
10832;"graduateStudent83";"xxx-xxx-xxxx";"graduateStudent83@department1.university0.edu";25;349;1013;1
10842;"graduateStudent84";"xxx-xxx-xxxx";"graduateStudent84@department1.university0.edu";23;1;1081;1
10852;"graduateStudent85";"xxx-xxx-xxxx";"graduateStudent85@department1.university0.edu";25;566;1031;1
10862;"graduateStudent86";"xxx-xxx-xxxx";"graduateStudent86@department1.university0.edu";20;392;1052;1
10872;"graduateStudent87";"xxx-xxx-xxxx";"graduateStudent87@department1.university0.edu";25;467;1032;1
10882;"graduateStudent88";"xxx-xxx-xxxx";"graduateStudent88@department1.university0.edu";24;339;1052;1
10892;"graduateStudent89";"xxx-xxx-xxxx";"graduateStudent89@department1.university0.edu";25;272;1012;1
10902;"graduateStudent90";"xxx-xxx-xxxx";"graduateStudent90@department1.university0.edu";27;310;1052;1
10912;"graduateStudent91";"xxx-xxx-xxxx";"graduateStudent91@department1.university0.edu";27;120;1003;1
10922;"graduateStudent92";"xxx-xxx-xxxx";"graduateStudent92@department1.university0.edu";24;240;1011;1
10932;"graduateStudent93";"xxx-xxx-xxxx";"graduateStudent93@department1.university0.edu";25;984;1041;1
10942;"graduateStudent94";"xxx-xxx-xxxx";"graduateStudent94@department1.university0.edu";20;352;1013;1
10952;"graduateStudent95";"xxx-xxx-xxxx";"graduateStudent95@department1.university0.edu";24;361;1091;1
10962;"graduateStudent96";"xxx-xxx-xxxx";"graduateStudent96@department1.university0.edu";27;467;1013;1
10972;"graduateStudent97";"xxx-xxx-xxxx";"graduateStudent97@department1.university0.edu";21;699;1003;1
10982;"graduateStudent98";"xxx-xxx-xxxx";"graduateStudent98@department1.university0.edu";21;543;1072;1
10992;"graduateStudent99";"xxx-xxx-xxxx";"graduateStudent99@department1.university0.edu";27;357;1013;1
11002;"graduateStudent100";"xxx-xxx-xxxx";"graduateStudent100@department1.university0.edu";23;539;1012;1
11012;"graduateStudent101";"xxx-xxx-xxxx";"graduateStudent101@department1.university0.edu";23;88;1022;1
11022;"graduateStudent102";"xxx-xxx-xxxx";"graduateStudent102@department1.university0.edu";22;156;1053;1
11032;"graduateStudent103";"xxx-xxx-xxxx";"graduateStudent103@department1.university0.edu";26;191;1043;1
11042;"graduateStudent104";"xxx-xxx-xxxx";"graduateStudent104@department1.university0.edu";22;154;1032;1
11052;"graduateStudent105";"xxx-xxx-xxxx";"graduateStudent105@department1.university0.edu";23;729;1073;1
11062;"graduateStudent106";"xxx-xxx-xxxx";"graduateStudent106@department1.university0.edu";26;658;1061;1
11072;"graduateStudent107";"xxx-xxx-xxxx";"graduateStudent107@department1.university0.edu";27;875;1081;1
11082;"graduateStudent108";"xxx-xxx-xxxx";"graduateStudent108@department1.university0.edu";24;545;1031;1
11092;"graduateStudent109";"xxx-xxx-xxxx";"graduateStudent109@department1.university0.edu";27;58;1072;1
20002;"graduateStudent0";"xxx-xxx-xxxx";"graduateStudent0@department2.university0.edu";24;922;2023;2
20012;"graduateStudent1";"xxx-xxx-xxxx";"graduateStudent1@department2.university0.edu";22;465;2001;2
20022;"graduateStudent2";"xxx-xxx-xxxx";"graduateStudent2@department2.university0.edu";27;814;2072;2
20032;"graduateStudent3";"xxx-xxx-xxxx";"graduateStudent3@department2.university0.edu";24;380;2021;2
20042;"graduateStudent4";"xxx-xxx-xxxx";"graduateStudent4@department2.university0.edu";20;675;2003;2
20052;"graduateStudent5";"xxx-xxx-xxxx";"graduateStudent5@department2.university0.edu";23;915;2031;2
20062;"graduateStudent6";"xxx-xxx-xxxx";"graduateStudent6@department2.university0.edu";24;941;2023;2
20072;"graduateStudent7";"xxx-xxx-xxxx";"graduateStudent7@department2.university0.edu";25;377;2061;2
20082;"graduateStudent8";"xxx-xxx-xxxx";"graduateStudent8@department2.university0.edu";27;950;2051;2
20092;"graduateStudent9";"xxx-xxx-xxxx";"graduateStudent9@department2.university0.edu";25;747;2072;2
