"nr";"name";"telephone";"emailAddress";"age";"advisor";"memberOf"
521;"undergraduateStudent52";"xxx-xxx-xxxx";"undergraduateStudent52@department0.university0.edu";20;0;0
531;"undergraduateStudent53";"xxx-xxx-xxxx";"undergraduateStudent53@department0.university0.edu";18;0;0
541;"undergraduateStudent54";"xxx-xxx-xxxx";"undergraduateStudent54@department0.university0.edu";21;0;0
551;"undergraduateStudent55";"xxx-xxx-xxxx";"undergraduateStudent55@department0.university0.edu";22;0;0
561;"undergraduateStudent56";"xxx-xxx-xxxx";"undergraduateStudent56@department0.university0.edu";18;0;0
571;"undergraduateStudent57";"xxx-xxx-xxxx";"undergraduateStudent57@department0.university0.edu";16;91;0
581;"undergraduateStudent58";"xxx-xxx-xxxx";"undergraduateStudent58@department0.university0.edu";16;0;0
591;"undergraduateStudent59";"xxx-xxx-xxxx";"undergraduateStudent59@department0.university0.edu";21;93;0
601;"undergraduateStudent60";"xxx-xxx-xxxx";"undergraduateStudent60@department0.university0.edu";18;0;0
611;"undergraduateStudent61";"xxx-xxx-xxxx";"undergraduateStudent61@department0.university0.edu";24;0;0
621;"undergraduateStudent62";"xxx-xxx-xxxx";"undergraduateStudent62@department0.university0.edu";18;61;0
631;"undergraduateStudent63";"xxx-xxx-xxxx";"undergraduateStudent63@department0.university0.edu";20;0;0
641;"undergraduateStudent64";"xxx-xxx-xxxx";"undergraduateStudent64@department0.university0.edu";21;0;0
651;"undergraduateStudent65";"xxx-xxx-xxxx";"undergraduateStudent65@department0.university0.edu";23;0;0
661;"undergraduateStudent66";"xxx-xxx-xxxx";"undergraduateStudent66@department0.university0.edu";19;0;0
671;"undergraduateStudent67";"xxx-xxx-xxxx";"undergraduateStudent67@department0.university0.edu";20;13;0
681;"undergraduateStudent68";"xxx-xxx-xxxx";"undergraduateStudent68@department0.university0.edu";24;0;0
691;"undergraduateStudent69";"xxx-xxx-xxxx";"undergraduateStudent69@department0.university0.edu";16;0;0
701;"undergraduateStudent70";"xxx-xxx-xxxx";"undergraduateStudent70@department0.university0.edu";23;0;0
711;"undergraduateStudent71";"xxx-xxx-xxxx";"undergraduateStudent71@department0.university0.edu";17;0;0
721;"undergraduateStudent72";"xxx-xxx-xxxx";"undergraduateStudent72@department0.university0.edu";16;0;0
731;"undergraduateStudent73";"xxx-xxx-xxxx";"undergraduateStudent73@department0.university0.edu";20;0;0
741;"undergraduateStudent74";"xxx-xxx-xxxx";"undergraduateStudent74@department0.university0.edu";22;0;0
751;"undergraduateStudent75";"xxx-xxx-xxxx";"undergraduateStudent75@department0.university0.edu";17;0;0
761;"undergraduateStudent76";"xxx-xxx-xxxx";"undergraduateStudent76@department0.university0.edu";21;0;0
771;"undergraduateStudent77";"xxx-xxx-xxxx";"undergraduateStudent77@department0.university0.edu";22;0;0
781;"undergraduateStudent78";"xxx-xxx-xxxx";"undergraduateStudent78@department0.university0.edu";20;62;0
791;"undergraduateStudent79";"xxx-xxx-xxxx";"undergraduateStudent79@department0.university0.edu";24;0;0
801;"undergraduateStudent80";"xxx-xxx-xxxx";"undergraduateStudent80@department0.university0.edu";17;0;0
811;"undergraduateStudent81";"xxx-xxx-xxxx";"undergraduateStudent81@department0.university0.edu";21;0;0
821;"undergraduateStudent82";"xxx-xxx-xxxx";"undergraduateStudent82@department0.university0.edu";23;0;0
831;"undergraduateStudent83";"xxx-xxx-xxxx";"undergraduateStudent83@department0.university0.edu";18;0;0
841;"undergraduateStudent84";"xxx-xxx-xxxx";"undergraduateStudent84@department0.university0.edu";18;31;0
851;"undergraduateStudent85";"xxx-xxx-xxxx";"undergraduateStudent85@department0.university0.edu";17;82;0
861;"undergraduateStudent86";"xxx-xxx-xxxx";"undergraduateStudent86@department0.university0.edu";22;0;0
871;"undergraduateStudent87";"xxx-xxx-xxxx";"undergraduateStudent87@department0.university0.edu";20;73;0
881;"undergraduateStudent88";"xxx-xxx-xxxx";"undergraduateStudent88@department0.university0.edu";23;51;0
891;"undergraduateStudent89";"xxx-xxx-xxxx";"undergraduateStudent89@department0.university0.edu";21;0;0
901;"undergraduateStudent90";"xxx-xxx-xxxx";"undergraduateStudent90@department0.university0.edu";23;0;0
911;"undergraduateStudent91";"xxx-xxx-xxxx";"undergraduateStudent91@department0.university0.edu";24;0;0
921;"undergraduateStudent92";"xxx-xxx-xxxx";"undergraduateStudent92@department0.university0.edu";24;0;0
931;"undergraduateStudent93";"xxx-xxx-xxxx";"undergraduateStudent93@department0.university0.edu";17;0;0
941;"undergraduateStudent94";"xxx-xxx-xxxx";"undergraduateStudent94@department0.university0.edu";22;0;0
951;"undergraduateStudent95";"xxx-xxx-xxxx";"undergraduateStudent95@department0.university0.edu";20;31;0
961;"undergraduateStudent96";"xxx-xxx-xxxx";"undergraduateStudent96@department0.university0.edu";20;0;0
971;"undergraduateStudent97";"xxx-xxx-xxxx";"undergraduateStudent97@department0.university0.edu";18;0;0
981;"undergraduateStudent98";"xxx-xxx-xxxx";"undergraduateStudent98@department0.university0.edu";22;0;0
991;"undergraduateStudent99";"xxx-xxx-xxxx";"undergraduateStudent99@department0.university0.edu";21;0;0
1001;"undergraduateStudent100";"xxx-xxx-xxxx";"undergraduateStudent100@department0.university0.edu";19;0;0
1011;"undergraduateStudent101";"xxx-xxx-xxxx";"undergraduateStudent101@department0.university0.edu";16;0;0
1021;"undergraduateStudent102";"xxx-xxx-xxxx";"undergraduateStudent102@department0.university0.edu";21;2;0
1031;"undergraduateStudent103";"xxx-xxx-xxxx";"undergraduateStudent103@department0.university0.edu";17;0;0
1041;"undergraduateStudent104";"xxx-xxx-xxxx";"undergraduateStudent104@department0.university0.edu";21;0;0
1051;"undergraduateStudent105";"xxx-xxx-xxxx";"undergraduateStudent105@department0.university0.edu";23;0;0
1061;"undergraduateStudent106";"xxx-xxx-xxxx";"undergraduateStudent106@department0.university0.edu";16;0;0
1071;"undergraduateStudent107";"xxx-xxx-xxxx";"undergraduateStudent107@department0.university0.edu";18;0;0
1081;"undergraduateStudent108";"xxx-xxx-xxxx";"undergraduateStudent108@department0.university0.edu";16;0;0
1091;"undergraduateStudent109";"xxx-xxx-xxxx";"undergraduateStudent109@department0.university0.edu";22;0;0
1101;"undergraduateStudent110";"xxx-xxx-xxxx";"undergraduateStudent110@department0.university0.edu";16;0;0
1111;"undergraduateStudent111";"xxx-xxx-xxxx";"undergraduateStudent111@department0.university0.edu";21;0;0
1121;"undergraduateStudent112";"xxx-xxx-xxxx";"undergraduateStudent112@department0.university0.edu";19;0;0
1131;"undergraduateStudent113";"xxx-xxx-xxxx";"undergraduateStudent113@department0.university0.edu";17;2;0
1141;"undergraduateStudent114";"xxx-xxx-xxxx";"undergraduateStudent114@department0.university0.edu";20;0;0
1151;"undergraduateStudent115";"xxx-xxx-xxxx";"undergraduateStudent115@department0.university0.edu";21;0;0
1161;"undergraduateStudent116";"xxx-xxx-xxxx";"undergraduateStudent116@department0.university0.edu";20;0;0
1171;"undergraduateStudent117";"xxx-xxx-xxxx";"undergraduateStudent117@department0.university0.edu";21;0;0
1181;"undergraduateStudent118";"xxx-xxx-xxxx";"undergraduateStudent118@department0.university0.edu";23;11;0
1191;"undergraduateStudent119";"xxx-xxx-xxxx";"undergraduateStudent119@department0.university0.edu";23;0;0
1201;"undergraduateStudent120";"xxx-xxx-xxxx";"undergraduateStudent120@department0.university0.edu";21;0;0
1211;"undergraduateStudent121";"xxx-xxx-xxxx";"undergraduateStudent121@department0.university0.edu";16;0;0
1221;"undergraduateStudent122";"xxx-xxx-xxxx";"undergraduateStudent122@department0.university0.edu";23;0;0
1231;"undergraduateStudent123";"xxx-xxx-xxxx";"undergraduateStudent123@department0.university0.edu";22;0;0
1241;"undergraduateStudent124";"xxx-xxx-xxxx";"undergraduateStudent124@department0.university0.edu";23;0;0
1251;"undergraduateStudent125";"xxx-xxx-xxxx";"undergraduateStudent125@department0.university0.edu";21;0;0
1261;"undergraduateStudent126";"xxx-xxx-xxxx";"undergraduateStudent126@department0.university0.edu";21;0;0
1271;"undergraduateStudent127";"xxx-xxx-xxxx";"undergraduateStudent127@department0.university0.edu";20;0;0
1281;"undergraduateStudent128";"xxx-xxx-xxxx";"undergraduateStudent128@department0.university0.edu";22;0;0
1291;"undergraduateStudent129";"xxx-xxx-xxxx";"undergraduateStudent129@department0.university0.edu";19;0;0
1301;"undergraduateStudent130";"xxx-xxx-xxxx";"undergraduateStudent130@department0.university0.edu";22;0;0
1311;"undergraduateStudent131";"xxx-xxx-xxxx";"undergraduateStudent131@department0.university0.edu";18;0;0
1321;"undergraduateStudent132";"xxx-xxx-xxxx";"undergraduateStudent132@department0.university0.edu";22;0;0
1331;"undergraduateStudent133";"xxx-xxx-xxxx";"undergraduateStudent133@department0.university0.edu";19;0;0
1341;"undergraduateStudent134";"xxx-xxx-xxxx";"undergraduateStudent134@department0.university0.edu";21;0;0
1351;"undergraduateStudent135";"xxx-xxx-xxxx";"undergraduateStudent135@department0.university0.edu";19;0;0
1361;"undergraduateStudent136";"xxx-xxx-xxxx";"undergraduateStudent136@department0.university0.edu";20;0;0
1371;"undergraduateStudent137";"xxx-xxx-xxxx";"undergraduateStudent137@department0.university0.edu";18;13;0
1381;"undergraduateStudent138";"xxx-xxx-xxxx";"undergraduateStudent138@department0.university0.edu";21;0;0
1391;"undergraduateStudent139";"xxx-xxx-xxxx";"undergraduateStudent139@department0.university0.edu";21;0;0
1401;"undergraduateStudent140";"xxx-xxx-xxxx";"undergraduateStudent140@department0.university0.edu";22;0;0
1411;"undergraduateStudent141";"xxx-xxx-xxxx";"undergraduateStudent141@department0.university0.edu";19;0;0
1421;"undergraduateStudent142";"xxx-xxx-xxxx";"undergraduateStudent142@department0.university0.edu";17;0;0
1431;"undergraduateStudent143";"xxx-xxx-xxxx";"undergraduateStudent143@department0.university0.edu";18;0;0
1441;"undergraduateStudent144";"xxx-xxx-xxxx";"undergraduateStudent144@department0.university0.edu";21;0;0
1451;"undergraduateStudent145";"xxx-xxx-xxxx";"undergraduateStudent145@department0.university0.edu";18;0;0
1461;"undergraduateStudent146";"xxx-xxx-xxxx";"undergraduateStudent146@department0.university0.edu";17;0;0
1471;"undergraduateStudent147";"xxx-xxx-xxxx";"undergraduateStudent147@department0.university0.edu";19;33;0
1481;"undergraduateStudent148";"xxx-xxx-xxxx";"undergraduateStudent148@department0.university0.edu";24;0;0
1491;"undergraduateStudent149";"xxx-xxx-xxxx";"undergraduateStudent149@department0.university0.edu";21;33;0
1501;"undergraduateStudent150";"xxx-xxx-xxxx";"undergraduateStudent150@department0.university0.edu";24;32;0
1511;"undergraduateStudent151";"xxx-xxx-xxxx";"undergraduateStudent151@department0.university0.edu";18;0;0
1521;"undergraduateStudent152";"xxx-xxx-xxxx";"undergraduateStudent152@department0.university0.edu";20;41;0
1531;"undergraduateStudent153";"xxx-xxx-xxxx";"undergraduateStudent153@department0.university0.edu";17;0;0
1541;"undergraduateStudent154";"xxx-xxx-xxxx";"undergraduateStudent154@department0.university0.edu";20;33;0
1551;"undergraduateStudent155";"xxx-xxx-xxxx";"undergraduateStudent155@department0.university0.edu";16;0;0
1561;"undergraduateStudent156";"xxx-xxx-xxxx";"undergraduateStudent156@department0.university0.edu";16;0;0
1571;"undergraduateStudent157";"xxx-xxx-xxxx";"undergraduateStudent157@department0.university0.edu";16;0;0
1581;"undergraduateStudent158";"xxx-xxx-xxxx";"undergraduateStudent158@department0.university0.edu";20;0;0
1591;"undergraduateStudent159";"xxx-xxx-xxxx";"undergraduateStudent159@department0.university0.edu";22;73;0
1601;"undergraduateStudent160";"xxx-xxx-xxxx";"undergraduateStudent160@department0.university0.edu";16;0;0
1611;"undergraduateStudent161";"xxx-xxx-xxxx";"undergraduateStudent161@department0.university0.edu";23;71;0
1621;"undergraduateStudent162";"xxx-xxx-xxxx";"undergraduateStudent162@department0.university0.edu";23;0;0
1631;"undergraduateStudent163";"xxx-xxx-xxxx";"undergraduateStudent163@department0.university0.edu";19;0;0
1641;"undergraduateStudent164";"xxx-xxx-xxxx";"undergraduateStudent164@department0.university0.edu";19;22;0
1651;"undergraduateStudent165";"xxx-xxx-xxxx";"undergraduateStudent165@department0.university0.edu";16;0;0
1661;"undergraduateStudent166";"xxx-xxx-xxxx";"undergraduateStudent166@department0.university0.edu";20;0;0
1671;"undergraduateStudent167";"xxx-xxx-xxxx";"undergraduateStudent167@department0.university0.edu";21;0;0
1681;"undergraduateStudent168";"xxx-xxx-xxxx";"undergraduateStudent168@department0.university0.edu";18;0;0
1691;"undergraduateStudent169";"xxx-xxx-xxxx";"undergraduateStudent169@department0.university0.edu";18;0;0
1701;"undergraduateStudent170";"xxx-xxx-xxxx";"undergraduateStudent170@department0.university0.edu";23;0;0
1711;"undergraduateStudent171";"xxx-xxx-xxxx";"undergraduateStudent171@department0.university0.edu";21;0;0
1721;"undergraduateStudent172";"xxx-xxx-xxxx";"undergraduateStudent172@department0.university0.edu";23;0;0
1731;"undergraduateStudent173";"xxx-xxx-xxxx";"undergraduateStudent173@department0.university0.edu";21;0;0
1741;"undergraduateStudent174";"xxx-xxx-xxxx";"undergraduateStudent174@department0.university0.edu";19;0;0
1751;"undergraduateStudent175";"xxx-xxx-xxxx";"undergraduateStudent175@department0.university0.edu";23;0;0
1761;"undergraduateStudent176";"xxx-xxx-xxxx";"undergraduateStudent176@department0.university0.edu";19;0;0
1771;"undergraduateStudent177";"xxx-xxx-xxxx";"undergraduateStudent177@department0.university0.edu";16;0;0
1781;"undergraduateStudent178";"xxx-xxx-xxxx";"undergraduateStudent178@department0.university0.edu";20;43;0
1791;"undergraduateStudent179";"xxx-xxx-xxxx";"undergraduateStudent179@department0.university0.edu";20;0;0
1801;"undergraduateStudent180";"xxx-xxx-xxxx";"undergraduateStudent180@department0.university0.edu";16;0;0
1811;"undergraduateStudent181";"xxx-xxx-xxxx";"undergraduateStudent181@department0.university0.edu";20;0;0
1821;"undergraduateStudent182";"xxx-xxx-xxxx";"undergraduateStudent182@department0.university0.edu";18;0;0
1831;"undergraduateStudent183";"xxx-xxx-xxxx";"undergraduateStudent183@department0.university0.edu";17;0;0
1841;"undergraduateStudent184";"xxx-xxx-xxxx";"undergraduateStudent184@department0.university0.edu";21;0;0
1851;"undergraduateStudent185";"xxx-xxx-xxxx";"undergraduateStudent185@department0.university0.edu";22;0;0
1861;"undergraduateStudent186";"xxx-xxx-xxxx";"undergraduateStudent186@department0.university0.edu";22;71;0
1871;"undergraduateStudent187";"xxx-xxx-xxxx";"undergraduateStudent187@department0.university0.edu";24;0;0
1881;"undergraduateStudent188";"xxx-xxx-xxxx";"undergraduateStudent188@department0.university0.edu";22;0;0
1891;"undergraduateStudent189";"xxx-xxx-xxxx";"undergraduateStudent189@department0.university0.edu";16;0;0
1901;"undergraduateStudent190";"xxx-xxx-xxxx";"undergraduateStudent190@department0.university0.edu";17;122;0
1911;"undergraduateStudent191";"xxx-xxx-xxxx";"undergraduateStudent191@department0.university0.edu";24;0;0
1921;"undergraduateStudent192";"xxx-xxx-xxxx";"undergraduateStudent192@department0.university0.edu";16;0;0
1931;"undergraduateStudent193";"xxx-xxx-xxxx";"undergraduateStudent193@department0.university0.edu";23;0;0
1941;"undergraduateStudent194";"xxx-xxx-xxxx";"undergraduateStudent194@department0.university0.edu";20;0;0
1951;"undergraduateStudent195";"xxx-xxx-xxxx";"undergraduateStudent195@department0.university0.edu";20;3;0
1961;"undergraduateStudent196";"xxx-xxx-xxxx";"undergraduateStudent196@department0.university0.edu";17;0;0
1971;"undergraduateStudent197";"xxx-xxx-xxxx";"undergraduateStudent197@department0.university0.edu";22;0;0
1981;"undergraduateStudent198";"xxx-xxx-xxxx";"undergraduateStudent198@department0.university0.edu";24;0;0
1991;"undergraduateStudent199";"xxx-xxx-xxxx";"undergraduateStudent199@department0.university0.edu";21;32;0
2001;"undergraduateStudent200";"xxx-xxx-xxxx";"undergraduateStudent200@department0.university0.edu";18;0;0
2011;"undergraduateStudent201";"xxx-xxx-xxxx";"undergraduateStudent201@department0.university0.edu";17;3;0
2021;"undergraduateStudent202";"xxx-xxx-xxxx";"undergraduateStudent202@department0.university0.edu";16;0;0
2031;"undergraduateStudent203";"xxx-xxx-xxxx";"undergraduateStudent203@department0.university0.edu";17;0;0
2041;"undergraduateStudent204";"xxx-xxx-xxxx";"undergraduateStudent204@department0.university0.edu";16;0;0
2051;"undergraduateStudent205";"xxx-xxx-xxxx";"undergraduateStudent205@department0.university0.edu";19;0;0
2061;"undergraduateStudent206";"xxx-xxx-xxxx";"undergraduateStudent206@department0.university0.edu";19;0;0
2071;"undergraduateStudent207";"xxx-xxx-xxxx";"undergraduateStudent207@department0.university0.edu";23;3;0
2081;"undergraduateStudent208";"xxx-xxx-xxxx";"undergraduateStudent208@department0.university0.edu";24;0;0
2091;"undergraduateStudent209";"xxx-xxx-xxxx";"undergraduateStudent209@department0.university0.edu";22;13;0
2101;"undergraduateStudent210";"xxx-xxx-xxxx";"undergraduateStudent210@department0.university0.edu";21;13;0
2111;"undergraduateStudent211";"xxx-xxx-xxxx";"undergraduateStudent211@department0.university0.edu";16;0;0
2121;"undergraduateStudent212";"xxx-xxx-xxxx";"undergraduateStudent212@department0.university0.edu";18;63;0
2131;"undergraduateStudent213";"xxx-xxx-xxxx";"undergraduateStudent213@department0.university0.edu";22;63;0
2141;"undergraduateStudent214";"xxx-xxx-xxxx";"undergraduateStudent214@department0.university0.edu";19;0;0
2151;"undergraduateStudent215";"xxx-xxx-xxxx";"undergraduateStudent215@department0.university0.edu";24;0;0
2161;"undergraduateStudent216";"xxx-xxx-xxxx";"undergraduateStudent216@department0.university0.edu";20;0;0
2171;"undergraduateStudent217";"xxx-xxx-xxxx";"undergraduateStudent217@department0.university0.edu";20;0;0
2181;"undergraduateStudent218";"xxx-xxx-xxxx";"undergraduateStudent218@department0.university0.edu";17;0;0
2191;"undergraduateStudent219";"xxx-xxx-xxxx";"undergraduateStudent219@department0.university0.edu";20;0;0
2201;"undergraduateStudent220";"xxx-xxx-xxxx";"undergraduateStudent220@department0.university0.edu";18;0;0
2211;"undergraduateStudent221";"xxx-xxx-xxxx";"undergraduateStudent221@department0.university0.edu";21;81;0
2221;"undergraduateStudent222";"xxx-xxx-xxxx";"undergraduateStudent222@department0.university0.edu";19;0;0
2231;"undergraduateStudent223";"xxx-xxx-xxxx";"undergraduateStudent223@department0.university0.edu";20;73;0
2241;"undergraduateStudent224";"xxx-xxx-xxxx";"undergraduateStudent224@department0.university0.edu";22;61;0
2251;"undergraduateStudent225";"xxx-xxx-xxxx";"undergraduateStudent225@department0.university0.edu";23;0;0
2261;"undergraduateStudent226";"xxx-xxx-xxxx";"undergraduateStudent226@department0.university0.edu";17;0;0
2271;"undergraduateStudent227";"xxx-xxx-xxxx";"undergraduateStudent227@department0.university0.edu";22;0;0
2281;"undergraduateStudent228";"xxx-xxx-xxxx";"undergraduateStudent228@department0.university0.edu";19;0;0
2291;"undergraduateStudent229";"xxx-xxx-xxxx";"undergraduateStudent229@department0.university0.edu";18;0;0
2301;"undergraduateStudent230";"xxx-xxx-xxxx";"undergraduateStudent230@department0.university0.edu";16;3;0
2311;"undergraduateStudent231";"xxx-xxx-xxxx";"undergraduateStudent231@department0.university0.edu";22;0;0
2321;"undergraduateStudent232";"xxx-xxx-xxxx";"undergraduateStudent232@department0.university0.edu";22;21;0
2331;"undergraduateStudent233";"xxx-xxx-xxxx";"undergraduateStudent233@department0.university0.edu";20;0;0
2341;"undergraduateStudent234";"xxx-xxx-xxxx";"undergraduateStudent234@department0.university0.edu";22;0;0
2351;"undergraduateStudent235";"xxx-xxx-xxxx";"undergraduateStudent235@department0.university0.edu";19;0;0
2361;"undergraduateStudent236";"xxx-xxx-xxxx";"undergraduateStudent236@department0.university0.edu";17;0;0
2371;"undergraduateStudent237";"xxx-xxx-xxxx";"undergraduateStudent237@department0.university0.edu";17;0;0
2381;"undergraduateStudent238";"xxx-xxx-xxxx";"undergraduateStudent238@department0.university0.edu";17;82;0
2391;"undergraduateStudent239";"xxx-xxx-xxxx";"undergraduateStudent239@department0.university0.edu";21;0;0
2401;"undergraduateStudent240";"xxx-xxx-xxxx";"undergraduateStudent240@department0.university0.edu";24;0;0
2411;"undergraduateStudent241";"xxx-xxx-xxxx";"undergraduateStudent241@department0.university0.edu";16;112;0
2421;"undergraduateStudent242";"xxx-xxx-xxxx";"undergraduateStudent242@department0.university0.edu";19;0;0
2431;"undergraduateStudent243";"xxx-xxx-xxxx";"undergraduateStudent243@department0.university0.edu";22;0;0
2441;"undergraduateStudent244";"xxx-xxx-xxxx";"undergraduateStudent244@department0.university0.edu";16;0;0
2451;"undergraduateStudent245";"xxx-xxx-xxxx";"undergraduateStudent245@department0.university0.edu";24;0;0
2461;"undergraduateStudent246";"xxx-xxx-xxxx";"undergraduateStudent246@department0.university0.edu";18;0;0
2471;"undergraduateStudent247";"xxx-xxx-xxxx";"undergraduateStudent247@department0.university0.edu";17;13;0
2481;"undergraduateStudent248";"xxx-xxx-xxxx";"undergraduateStudent248@department0.university0.edu";16;0;0
2491;"undergraduateStudent249";"xxx-xxx-xxxx";"undergraduateStudent249@department0.university0.edu";16;0;0
2501;"undergraduateStudent250";"xxx-xxx-xxxx";"undergraduateStudent250@department0.university0.edu";19;0;0
2511;"undergraduateStudent251";"xxx-xxx-xxxx";"undergraduateStudent251@department0.university0.edu";16;0;0
2521;"undergraduateStudent252";"xxx-xxx-xxxx";"undergraduateStudent252@department0.university0.edu";20;92;0
2531;"undergraduateStudent253";"xxx-xxx-xxxx";"undergraduateStudent253@department0.university0.edu";23;0;0
2541;"undergraduateStudent254";"xxx-xxx-xxxx";"undergraduateStudent254@department0.university0.edu";18;0;0
2551;"undergraduateStudent255";"xxx-xxx-xxxx";"undergraduateStudent255@department0.university0.edu";23;0;0
2561;"undergraduateStudent256";"xxx-xxx-xxxx";"undergraduateStudent256@department0.university0.edu";16;0;0
2571;"undergraduateStudent257";"xxx-xxx-xxxx";"undergraduateStudent257@department0.university0.edu";22;0;0
2581;"undergraduateStudent258";"xxx-xxx-xxxx";"undergraduateStudent258@department0.university0.edu";17;0;0
